Date,Mean Temp C,Mean Min Temp C,Mean Max Temp C,Abs Min Temp C,Abs Max Temp C,Projected
2021-04-20,14.554110942845133,8.671799429959291,20.546445448012218,-8.3,32.8,False
2021-04-19,15.384581379664994,9.612083117289862,21.324648145034537,-6.1,31.1,False
2021-04-18,15.513353611082637,9.242257364502736,22.014119806106034,-0.6,32.2,False
2021-04-17,13.367032684976744,8.527377326407047,18.110423691981968,-1.1,31.1,False
2021-04-16,12.895188359298398,8.333737901639944,17.590435152634594,-2.8,28.3,False
2021-04-15,13.624034692192057,9.698524777957774,17.789386745580906,-1.7,27.2,False
2021-04-14,15.032865223417804,10.558742283781253,19.866557131476274,-1.1,30.0,False
2021-04-13,15.514151906856494,11.012626083386834,20.41874582886033,-0.6,31.1,False
2021-04-12,15.828848875616167,10.984852002251166,21.18280925212592,-3.9,32.8,False
2021-04-11,16.206897317750332,10.818749023823955,22.005860762187396,-4.4,33.3,False
2021-04-10,16.73897069642985,11.489297049784092,22.57917815747216,-2.8,33.9,False
2021-04-09,17.09899776115251,12.55029978937892,22.535517902602905,-1.7,33.9,False
2021-04-08,17.525860949921004,11.850335060462044,23.969105712535953,0.0,33.3,False
2021-04-07,18.295653526661212,12.704660207139014,24.7374657441698,0.0,32.8,False
2021-04-06,17.845280341786687,11.858515932978943,24.13215707756823,0.0,32.2,False
2021-04-05,16.880826887270064,10.736523528415185,23.29114499599302,0.0,35.0,False
2021-04-04,15.808833371493337,9.056741536178569,22.948809196557946,-3.3,36.1,False
